Playbook Path,Play Name,Task Name,duplicated code,complex playbook,high playbook coupling,Large Playbook,Unnecessary set_fact,Overriding facts,Incohesive Playbook,Unecessary Abstraction ,Insufficient Modularization,Inconsistent Naming Convention ,Large Play,Unnamed Play,Large Task,Long Task Name
,,Scrub Any Other Lingering Old/New Username References,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Scrub Any Other Lingering Old/New Domain References,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/tripleo-validations/blob/master/roles/check_undercloud_conf/tasks/main.yml,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#
,,Ensure we get needed facts,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Retrieve {{ ansible_env.HOME }}/undercloud.conf content""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Store all properties and file type properties,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get value from conf file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check file property point to existing file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,fail if location doesn't exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/tripleo-quickstart-extras/blob/master/roles/undercloud-setup/tasks/write-outputs.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Write out tripleo-undercloud-outputs.yaml,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Write out tripleo-undercloud-passwords.yaml,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/henrysher/fedora-infra-ansible/blob/master/roles/bodhi2/backend/tasks/main.yml,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,,add ftpsync group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add ftpsync user,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install needed packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add apache user to the masher group so it can talk to the monitoring socket,#,#,#,#,#,#,#,#,#,#,#,#,0,1
,,Put pungi configurations in place,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,put owner-sync-pagure in place,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,sync packages from pagure-on-dist-git to koji (all branches),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,put the koji sync listener script in place,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,put the koji sync listener systemd file in place.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,start the koji sync listener,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,put new-updates-sync in place,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,put bodhi-automated-pushes.py in place,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,put update-fullfiletimelist in place,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add create-filelist script from quick-fedora-mirror,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set the updates sync cron job,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set the bodhi-automated-pushes cron job,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,directory sizes update cron job.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,bodhi-approve-testing cron job.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,bodhi-check-policies cron job.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,bodhi-clean-old-composes cron job.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,bodhi-expire-overrides cron job.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install logging.yaml,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install production.ini,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install celeryconfig.py,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install fedora-messaging config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,make a mnt/koji link,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create /etc/systemd/system/fm-consumer@.service.d,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Configure fm-consumer@.service to run as apache,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Setup the Celery service,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ensure apache is disabled on the backend,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create /etc/pki/fedora-messaging,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy the fedora-messaging CA,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy the fedora-messaging cert,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy the fedora-messaging key,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ensure fedora-messaging and celery are enabled and started on the backend,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set up koji profile,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Grant fedmsg user read permission to koji keytab file used by bodhi,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/weareinteractive/ansible-newrelic/blob/master/tasks/install_redhat.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Installing dependencies,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Installing packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/geerlingguy/ansible-role-nodejs/blob/master/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Define nodejs_install_npm_user,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create npm global directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Add npm_config_prefix bin directory to global $PATH.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure npm global packages are installed.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install packages defined in a given package.json.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/manala/ansible-roles/blob/master/roles/sqlite/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Install,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/bifrost/blob/master/playbooks/example-deploy-all-available-nodes.yaml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,play1,,#,#,#,#,#,#,#,#,#,#,0,1,#,#
,Create configuration drive files and deploy machines from inventory,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
https://github.com/debops/ansible-sshd/blob/master/tasks/authorized_keys_lookup.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Create OpenSSH lookup system group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create OpenSSH lookup system user,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create OpenSSH LDAP bind password file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create /etc/ssh/authorized_keys_lookup.d directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate authorized keys lookup scripts,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate authorized keys lookup hook,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/confluentinc/cp-ansible/blob/master/roles/kafka_connect/tasks/health_check.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Wait for API to return 200,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Wait for API to return 200 - mTLS,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Fetch Log Files and Error out,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/aerogear/aerogear-digger-installer/blob/master/configure-buildfarm/tasks/jenkins-passwordless-key.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Configure HTTP Proxy Settings,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Configure Kubernetes plugin,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Enable Agent → Master Access Control,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get list of missing and unmet Jenkins plugins,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Fetch required plugin,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install plugins and restart Jenkins server,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/ReinerNippes/nextcloud/blob/master/roles/prep_talk/tasks/Fedora.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,install coturn,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,bring /etc/turnserver/turnserver.conf in place,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,enable turnserver,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,open firewall,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/tripleo-quickstart/blob/master/playbooks/build-images.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Add virthost to inventory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add the virthost node to the generated inventory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Setup the virthost to build images then build them,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/CentOS-PaaS-SIG/linchpin/blob/master/dev_setup/playbooks/roles/minishift/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Is minishift binary present in {{ minishift_dest_dir }},#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set minishift disk-size {{ disk_size }},#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set minishift disk-size {{ memory }},#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set minishift base device size to {{basedevice_size}},#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Pull down the minishift iso,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check if the minishift profile exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/AtlasOfLivingAustralia/ala-install/blob/master/ansible/roles/ansible-elasticsearch/tasks/elasticsearch-config.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Create Configuration Directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create PID Directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create Others Directories,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy Configuration File,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy Default File,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy log4j2.properties File,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy jvm.options File,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openedx/configuration/blob/master/playbooks/remove-ubuntu-key.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,play,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
https://github.com/dimagi/commcare-cloud/blob/master/src/commcare_cloud/ansible/roles/pg_backup/tasks/backup_plain_clean.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Remove old Hourly Cron job,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Remove old Daily Cron job,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Remove old Weekly Cron job,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Remove plain backup files,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/kyl191/ansible-role-openvpn/blob/master/tasks/client_keys.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Create openvpn ovpn file directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy openssl client extensions,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate client key,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Protect client keys,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Sign client key,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Register server ca key,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Register tls-auth key,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Register client certs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Register client keys,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate client config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Fetch client config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/snowplow/ansible-playbooks/blob/master/roles/nodejs/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Node.js | Checking installed version of node.js,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,g++ | Installing g++,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Node.js | Fetching node.js source,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Node.js | Unpack node.js tarball,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Node.js | Configure,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Node.js | Make,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Node.js | Make install,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/ansible-role-tripleo-modify-image/blob/master/tasks/precheck.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Ensure that source_image is defined,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set default modified_append_tag,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/Juniper/contrail-ansible-internal/blob/master/playbooks/contrail_issu.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Contrail ISSU,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/RedHatQE/cinch/blob/master/cinch/roles/jenkins_slave/tasks/check_swarm_errors.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,report errors for swarm service,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,exit with failure if swarm service could not connect to the master,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/RedHatGov/redhatgov.workshops/blob/master/jboss-migration-toolkit/roles/openshift_templates/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Make sure you have Git installed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Name for git module.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/shadow-robot/aurora/blob/master/ansible/roles/products/hand-e/server/desktop-icons/tasks/hand-icon-bimanual.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Copy desktop icon,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create executable launch script for hand,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create desktop icon for hand,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Make desktop icon for hand trusted,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/William-Yeh/ansible-oracle-java/blob/master/tasks/fetch_jce.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,get JCE,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/coopdevs/odoo-role/blob/master/tasks/main.yml,,,0,0,1,0,0,0,0,0,0,0,#,#,#,#
,,Install system packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install libjpeg-dev,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check if wkhtmltopdf is installed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Download and install wkhtmltopdf only if not already present at any version,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create Odoo directories,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create log dir,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create log file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add Python Magic to requirements,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install Odoo python requirements,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install nodejs packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install Less CSS via nodejs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create node symlink,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install Odoo,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Populate community db modules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Populate community shared modules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Join db + shared community modules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Populate core db modules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Populate core shared modules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Join db + shared core modules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Join core + community modules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create unique list of modules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check server wide configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add Odoo config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"Check if Odoo database has been initialized (""0"" false, ""1"" true)",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Init Odoo database(s): {{ odoo_role_odoo_dbs }}""",#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Force update odoo modules,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Update in Odoo pip upgraded community modules,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Build the list of new modules to install,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Install only new Odoo modules,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set ribbon name for test dbs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Disable ribbon name for prod dbs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install development environment pip packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/tripleo-ansible/blob/master/tripleo_ansible/roles/tripleo_ceph_distribute_keys/tasks/distribute_conf_and_keys.yaml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Ensure tripleo_cephadm_config_home (e.g. /etc/ceph) exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,push the admin keyring to the admin nodes of the cluster,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/manala/ansible-roles/blob/master/roles/docker/tasks/applications.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Applications > Templates,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openedx/configuration/blob/master/playbooks/roles/oauth2_proxy/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,create application user,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,set oauth2_proxy app dir permissions,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,set oauth2_proxy conf dir permissions,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/avinetworks/ansible-role-aviconfig/blob/master/tasks/hardwaresecuritymodulegroup.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Avi HardwareSecurityModuleGroup | Create or Update HardwareSecurityModuleGroup,#,#,#,#,#,#,#,#,#,#,#,#,0,1
https://github.com/openstack/openstack-ansible/blob/master/playbooks/listening-port-report.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Gather listening ports report,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/Juniper/contrail-ansible/blob/master/kolla-ansible/ansible/roles/kuryr/tasks/deploy.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Flush handlers,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/freifunk-berlin/bbb-configs/blob/master/roles/cfg_openwrt/tasks/fix_permissions.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Set permission for dropbear directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set permission for authorized_keys,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set permission for replace_secrets script,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/adriagalin/ansible.motd/blob/master/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Remove default motd configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restore default motd configuration from backups folder,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add 99-footer file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete 99-footer file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add dynamic message before motd,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Remove dynamic message before motd,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete /etc/motd file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check motd tail supported,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add motd tail,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add motd,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/ilkilab/agorakube/blob/master/roles/install-runtimes/tasks/uninstall-docker.yaml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,stop docker,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Uninstall docker,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Uninstall docker in specific release,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,uninstall Docker for Debian lagorakube distros,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,uninstall Docker for Centos lagorakube distros,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete Docker config files,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete all Docker  Network interfaces presents on the host,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete plugin CNI,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete /var/lib/docker,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Delete /var/lib/dockershim,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete /var/run/dockershim.sock,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete /var/run/docker.sock,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Unmount /var/run/docker/netns/default volumes,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete /var/run/docker dir,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/influxdata/ansible-chrony/blob/master/tasks/install.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Install Chrony,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/roots/trellis/blob/master/roles/ssmtp/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Install ssmtp,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ssmtp configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ssmtp revaliases configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/Juniper/contrail-ansible/blob/master/kolla-ansible/ansible/roles/ceph/tasks/pull.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Pulling ceph-mon image,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Pulling ceph-osd image,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Pulling ceph-rgw image,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/splunk/splunk-ansible/blob/master/roles/splunk_common/tasks/enable_forwarder_monitoring.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Establish DMC forwarder monitor API,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Retrieve forwarder assets query,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Configure forwarder assets search,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Build forwarder assets,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/sky-uk/clusterverse/blob/master/redeploy/_scheme_rmvm_keepdisk_rollback/tasks/by_hosttype_by_host.yml,,,0,1,0,0,0,0,0,0,0,0,#,#,#,#
,,stop/ remove previous instance,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"by_hosttype_by_host | Run {{mainclusteryml}} to add {{host_to_redeploy.hostname}} to cluster""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"by_hosttype_by_host | re-acquire cluster_hosts_state (NOT cluster_hosts_target, as we are augmenting this in _add_src_diskinfo_to_cluster_hosts_target__ (also, it is not affected by change of state))",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"by_hosttype_by_host | Power on new VM (not needed for normal redeploy, but for rescue case)",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,by_hosttype_by_host | re-acquire the dynamic inventory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"by_hosttype_by_host | re-acquire cluster_hosts_state (NOT cluster_hosts_target, as we are augmenting this in _add_src_diskinfo_to_cluster_hosts_target__ (also, it is not affected by change of state))",#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openedx/configuration/blob/master/playbooks/tableau.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Deploy tableau,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/geerlingguy/ansible-role-clamav/blob/master/tasks/setup-RedHat.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Ensure Freshclam service is available.,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Reload systemd after adding service,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/avinetworks/ansible-role-aviconfig/blob/master/tasks/gslbgeodbprofile.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Avi GslbGeoDbProfile | Create or Update GslbGeoDbProfile,#,#,#,#,#,#,#,#,#,#,#,#,1,0
https://github.com/manala/ansible-roles/blob/master/roles/ssh/tasks/services.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Services > Services,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/openstack-zuul-jobs/blob/master/roles/configure-swap/tasks/ephemeral.yaml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#
,,Assert that ephemeral_device is defined,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set partition names,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure ephemeral device is unmounted,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get existing partitions,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Remove any existing partitions,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create new disk label,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create swap partition,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create opt partition,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Make swap on partition,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Write swap to fstab,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Create /opt filesystem,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add all swap,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy old /opt,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add opt to fstab and mount,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/debops/debops/blob/master/ansible/roles/postscreen/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Import DebOps global handlers,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate Postscreen configuration files,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Make sure that Ansible local facts directory exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Save Postscreen local facts,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Update Ansible facts if they were modified,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/Juniper/contrail-ansible/blob/master/playbooks/roles/node/tasks/contrailctl_facts.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,set facts for global vars,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,set facts for non-global vars,#,#,#,#,#,#,#,#,#,#,#,#,0,0
